a,b,theta,E,E_p1,E_p2,E_t,machine_type,status,file_name
8.5,5.3,36,-66.74993925,-10.8216735,-0.571780209,-10.99075796,3,Done,pentacene_theta=36_a=8.5_b=5.3_cx=0_cy=0_cz=0.log
8.5,5.4,36,-66.81329141,-10.44743846,-0.571780209,-11.19371352,3,Done,pentacene_theta=36_a=8.5_b=5.4_cx=0_cy=0_cz=0.log
8.5,5.2,37,-64.9851615,-10.96595688,-0.597228877,-10.4646975,3,Done,pentacene_theta=37_a=8.5_b=5.2_cx=0_cy=0_cz=0.log
8.5,5.3,37,-65.66473726,-10.64759721,-0.597228877,-10.79377127,3,Done,pentacene_theta=37_a=8.5_b=5.3_cx=0_cy=0_cz=0.log
8.5,5.4,37,-65.81271416,-10.20001566,-0.597228877,-11.05455627,3,Done,pentacene_theta=37_a=8.5_b=5.4_cx=0_cy=0_cz=0.log
4.2,10.6,36,-56.27441407,-0.296760774,-12.42698214,-7.706732062,3,Done,pentacene_theta=36_a=4.2_b=10.6_cx=0_cy=0_cz=0.log
4.3,10.6,36,-57.12776492,-0.296760774,-12.30523265,-7.980944519,3,Done,pentacene_theta=36_a=4.3_b=10.6_cx=0_cy=0_cz=0.log
4.4,10.6,36,-57.16737335,-0.296760774,-11.88934663,-8.198789636,3,Done,pentacene_theta=36_a=4.4_b=10.6_cx=0_cy=0_cz=0.log
8.7,5.1,38,-64.18721477,-11.08488508,-0.551650316,-10.22853599,3,Done,pentacene_theta=38_a=8.7_b=5.1_cx=0_cy=0_cz=0.log
8.7,5.2,38,-64.85758119,-10.82992777,-0.551650316,-10.52360625,3,Done,pentacene_theta=38_a=8.7_b=5.2_cx=0_cy=0_cz=0.log
8.7,5.3,38,-64.9809597,-10.42582514,-0.551650316,-10.7565022,3,Done,pentacene_theta=38_a=8.7_b=5.3_cx=0_cy=0_cz=0.log
4.3,10.5,37,-57.03623255,-0.309926562,-12.25155795,-7.97831588,3,Done,pentacene_theta=37_a=4.3_b=10.5_cx=0_cy=0_cz=0.log
4.4,10.5,37,-57.41030632,-0.309926562,-11.96162825,-8.216799173,3,Done,pentacene_theta=37_a=4.4_b=10.5_cx=0_cy=0_cz=0.log
4.5,10.5,37,-57.14581336,-0.309926562,-11.4589325,-8.40202381,3,Done,pentacene_theta=37_a=4.5_b=10.5_cx=0_cy=0_cz=0.log
4.5,10.6,37,-56.95748632,-0.294146568,-11.4589325,-8.362832045,3,Done,pentacene_theta=37_a=4.5_b=10.6_cx=0_cy=0_cz=0.log
4.5,10.7,37,-56.56959979,-0.279322271,-11.4589325,-8.273272563,3,Done,pentacene_theta=37_a=4.5_b=10.7_cx=0_cy=0_cz=0.log
7.4,6.3,36,-63.53142415,-5.543600298,-1.180941189,-12.52058529,3,Done,pentacene_theta=36_a=7.4_b=6.3_cx=0_cy=0_cz=0.log
7.5,6.3,36,-64.04748837,-5.543600298,-1.101715542,-12.68921417,3,Done,pentacene_theta=36_a=7.5_b=6.3_cx=0_cy=0_cz=0.log
7.6,6.3,36,-64.17499087,-5.543600298,-1.028467555,-12.75771379,3,Done,pentacene_theta=36_a=7.6_b=6.3_cx=0_cy=0_cz=0.log
7.6,6.4,36,-63.72901199,-5.097110617,-1.028467555,-12.86946391,3,Done,pentacene_theta=36_a=7.6_b=6.4_cx=0_cy=0_cz=0.log
7.6,6.5,36,-63.05164757,-4.682991668,-1.028467555,-12.90718228,3,Done,pentacene_theta=36_a=7.6_b=6.5_cx=0_cy=0_cz=0.log
7.4,6.3,37,-62.25540515,-5.31218465,-1.230284811,-12.29261656,3,Done,pentacene_theta=37_a=7.4_b=6.3_cx=0_cy=0_cz=0.log
7.5,6.3,37,-62.96237549,-5.31218465,-1.14770575,-12.51064867,3,Done,pentacene_theta=37_a=7.5_b=6.3_cx=0_cy=0_cz=0.log
7.6,6.3,37,-63.26708932,-5.31218465,-1.071810925,-12.62477454,3,Done,pentacene_theta=37_a=7.6_b=6.3_cx=0_cy=0_cz=0.log
7.5,6.3,38,-61.82132386,-5.087754444,-1.19542412,-12.31374168,3,Done,pentacene_theta=38_a=7.5_b=6.3_cx=0_cy=0_cz=0.log
7.6,6.3,38,-62.29532985,-5.087754444,-1.116055401,-12.47192754,3,Done,pentacene_theta=38_a=7.6_b=6.3_cx=0_cy=0_cz=0.log
7.7,6.3,38,-62.42012653,-5.087754444,-1.043281811,-12.5395135,3,Done,pentacene_theta=38_a=7.7_b=6.3_cx=0_cy=0_cz=0.log
7.7,6.4,38,-62.13692123,-4.679963305,-1.043281811,-12.67260775,3,Done,pentacene_theta=38_a=7.7_b=6.4_cx=0_cy=0_cz=0.log
7.7,6.5,38,-61.61399455,-4.310352385,-1.043281811,-12.72668154,3,Done,pentacene_theta=38_a=7.7_b=6.5_cx=0_cy=0_cz=0.log
7.5,6.3,39,-60.64623608,-4.872425642,-1.244523013,-12.10308469,3,Done,pentacene_theta=39_a=7.5_b=6.3_cx=0_cy=0_cz=0.log
7.6,6.3,39,-61.28106536,-4.872425642,-1.161874926,-12.30311606,3,Done,pentacene_theta=39_a=7.6_b=6.3_cx=0_cy=0_cz=0.log
7.7,6.3,39,-61.55616825,-4.872425642,-1.085810673,-12.4099239,3,Done,pentacene_theta=39_a=7.7_b=6.3_cx=0_cy=0_cz=0.log
7.7,6.4,39,-61.49556082,-4.486734151,-1.085810673,-12.58761779,3,Done,pentacene_theta=39_a=7.7_b=6.4_cx=0_cy=0_cz=0.log
7.7,6.5,39,-61.16136908,-4.137393059,-1.085810673,-12.6787404,3,Done,pentacene_theta=39_a=7.7_b=6.5_cx=0_cy=0_cz=0.log
8.9,5,39,-63.34228259,-11.17248673,-0.510461815,-9.994096373,3,Done,pentacene_theta=39_a=8.9_b=5.0_cx=0_cy=0_cz=0.log
8.9,5.1,39,-64.03487542,-10.99483112,-0.510461815,-10.25607239,3,Done,pentacene_theta=39_a=8.9_b=5.1_cx=0_cy=0_cz=0.log
8.9,5.2,39,-64.14772431,-10.64005203,-0.510461815,-10.46167415,3,Done,pentacene_theta=39_a=8.9_b=5.2_cx=0_cy=0_cz=0.log
4.4,10.3,39,-57.55301338,-0.33542543,-11.9694784,-8.235801431,3,Done,pentacene_theta=39_a=4.4_b=10.3_cx=0_cy=0_cz=0.log
4.5,10.3,39,-57.87336477,-0.33542543,-11.68063053,-8.460313214,3,Done,pentacene_theta=39_a=4.5_b=10.3_cx=0_cy=0_cz=0.log
4.6,10.3,39,-57.60385676,-0.33542543,-11.19878191,-8.633860517,3,Done,pentacene_theta=39_a=4.6_b=10.3_cx=0_cy=0_cz=0.log
4.6,10.4,39,-57.38055356,-0.318259267,-11.19878191,-8.586617799,3,Done,pentacene_theta=39_a=4.6_b=10.4_cx=0_cy=0_cz=0.log
4.6,10.5,39,-56.95805609,-0.302148575,-11.19878191,-8.489048779,3,Done,pentacene_theta=39_a=4.6_b=10.5_cx=0_cy=0_cz=0.log
8.4,5.3,36,-66.44383862,-10.8216735,-0.608491427,-10.89587719,3,Done,pentacene_theta=36_a=8.4_b=5.3_cx=0_cy=0_cz=0.log
8.4,5.4,36,-66.8049267,-10.44743846,-0.608491427,-11.17326673,3,Done,pentacene_theta=36_a=8.4_b=5.4_cx=0_cy=0_cz=0.log
8.4,5.5,36,-66.67799021,-9.961313369,-0.608491427,-11.38459515,3,Done,pentacene_theta=36_a=8.4_b=5.5_cx=0_cy=0_cz=0.log
8.5,5.5,36,-66.42022291,-9.961313369,-0.571780209,-11.33850894,3,Done,pentacene_theta=36_a=8.5_b=5.5_cx=0_cy=0_cz=0.log
8.6,5.5,36,-65.90769659,-9.961313369,-0.537636763,-11.22744908,3,Done,pentacene_theta=36_a=8.6_b=5.5_cx=0_cy=0_cz=0.log
7.5,6.2,36,-63.88586689,-6.021381392,-1.101715542,-12.40991826,3,Done,pentacene_theta=36_a=7.5_b=6.2_cx=0_cy=0_cz=0.log
7.6,6.2,36,-64.34748082,-6.021381392,-1.028467555,-12.56194573,3,Done,pentacene_theta=36_a=7.6_b=6.2_cx=0_cy=0_cz=0.log
7.7,6.2,36,-64.44301796,-6.021381392,-0.960318713,-12.61990444,3,Done,pentacene_theta=36_a=7.7_b=6.2_cx=0_cy=0_cz=0.log
7.7,6.3,36,-63.97836689,-5.543600298,-0.960318713,-12.74263222,3,Done,pentacene_theta=36_a=7.7_b=6.3_cx=0_cy=0_cz=0.log
7.7,6.4,36,-63.28134886,-5.097110617,-0.960318713,-12.79162255,3,Done,pentacene_theta=36_a=7.7_b=6.4_cx=0_cy=0_cz=0.log
7.5,6.2,37,-62.51675554,-5.77058698,-1.14770575,-12.17004252,3,Done,pentacene_theta=37_a=7.5_b=6.2_cx=0_cy=0_cz=0.log
7.6,6.2,37,-63.18045529,-5.77058698,-1.071810925,-12.37391487,3,Done,pentacene_theta=37_a=7.6_b=6.2_cx=0_cy=0_cz=0.log
7.7,6.2,37,-63.46386642,-5.77058698,-1.00150345,-12.47992139,3,Done,pentacene_theta=37_a=7.7_b=6.2_cx=0_cy=0_cz=0.log
7.7,6.3,37,-63.23341714,-5.31218465,-1.00150345,-12.65151023,3,Done,pentacene_theta=37_a=7.7_b=6.3_cx=0_cy=0_cz=0.log
7.7,6.4,37,-62.73713705,-4.883986886,-1.00150345,-12.74153909,3,Done,pentacene_theta=37_a=7.7_b=6.4_cx=0_cy=0_cz=0.log
7.6,6.2,38,-61.94524202,-5.528273994,-1.116055401,-12.16414581,3,Done,pentacene_theta=38_a=7.6_b=6.2_cx=0_cy=0_cz=0.log
7.7,6.2,38,-62.4110954,-5.528273994,-1.043281811,-12.31699595,3,Done,pentacene_theta=38_a=7.7_b=6.2_cx=0_cy=0_cz=0.log
7.8,6.2,38,-62.54118576,-5.528273994,-0.976081765,-12.38311856,3,Done,pentacene_theta=38_a=7.8_b=6.2_cx=0_cy=0_cz=0.log
7.8,6.3,38,-62.24952664,-5.087754444,-0.976081765,-12.53046356,3,Done,pentacene_theta=38_a=7.8_b=6.3_cx=0_cy=0_cz=0.log
7.8,6.4,38,-61.70774455,-4.679963305,-0.976081765,-12.5989136,3,Done,pentacene_theta=38_a=7.8_b=6.4_cx=0_cy=0_cz=0.log
7.6,6.2,39,-60.66101017,-5.294222804,-1.161874926,-11.93720368,3,Done,pentacene_theta=39_a=7.6_b=6.2_cx=0_cy=0_cz=0.log
7.7,6.2,39,-61.29978774,-5.294222804,-1.085810673,-12.1349302,3,Done,pentacene_theta=39_a=7.7_b=6.2_cx=0_cy=0_cz=0.log
7.8,6.2,39,-61.59389917,-5.294222804,-1.016168359,-12.24327921,3,Done,pentacene_theta=39_a=7.8_b=6.2_cx=0_cy=0_cz=0.log
7.8,6.3,39,-61.52711203,-4.872425642,-1.016168359,-12.43748101,3,Done,pentacene_theta=39_a=7.8_b=6.3_cx=0_cy=0_cz=0.log
7.8,6.4,39,-61.18686355,-4.486734151,-1.016168359,-12.54526463,3,Done,pentacene_theta=39_a=7.8_b=6.4_cx=0_cy=0_cz=0.log
8.8,5.1,39,-63.68219974,-10.99483112,-0.541522305,-10.15237322,3,Done,pentacene_theta=39_a=8.8_b=5.1_cx=0_cy=0_cz=0.log
8.8,5.2,39,-64.07955664,-10.64005203,-0.541522305,-10.42910199,3,Done,pentacene_theta=39_a=8.8_b=5.2_cx=0_cy=0_cz=0.log
8.8,5.3,39,-64.00380112,-10.17017882,-0.541522305,-10.64509972,3,Done,pentacene_theta=39_a=8.8_b=5.3_cx=0_cy=0_cz=0.log
8.9,5.3,39,-63.81621831,-10.17017882,-0.510461815,-10.61373426,3,Done,pentacene_theta=39_a=8.9_b=5.3_cx=0_cy=0_cz=0.log
9,5.3,39,-63.37839203,-10.17017882,-0.481586315,-10.51871544,3,Done,pentacene_theta=39_a=9.0_b=5.3_cx=0_cy=0_cz=0.log
4.4,10.2,39,-57.0594843,-0.353706052,-11.9694784,-8.103278849,3,Done,pentacene_theta=39_a=4.4_b=10.2_cx=0_cy=0_cz=0.log
4.5,10.2,39,-57.63695916,-0.353706052,-11.68063053,-8.392071501,3,Done,pentacene_theta=39_a=4.5_b=10.2_cx=0_cy=0_cz=0.log
4.6,10.2,39,-57.59765445,-0.353706052,-11.19878191,-8.623169629,3,Done,pentacene_theta=39_a=4.6_b=10.2_cx=0_cy=0_cz=0.log
7.6,6.1,36,-64.21583675,-6.534355757,-1.028467555,-12.27254753,3,Done,pentacene_theta=36_a=7.6_b=6.1_cx=0_cy=0_cz=0.log
7.7,6.1,36,-64.64593713,-6.534355757,-0.960318713,-12.41414705,3,Done,pentacene_theta=36_a=7.7_b=6.1_cx=0_cy=0_cz=0.log
7.8,6.1,36,-64.72673532,-6.534355757,-0.897586539,-12.46571268,3,Done,pentacene_theta=36_a=7.8_b=6.1_cx=0_cy=0_cz=0.log
7.8,6.2,36,-64.23089448,-6.021381392,-0.897586539,-12.59823966,3,Done,pentacene_theta=36_a=7.8_b=6.2_cx=0_cy=0_cz=0.log
7.8,6.3,36,-63.51389403,-5.543600298,-0.897586539,-12.65788009,3,Done,pentacene_theta=36_a=7.8_b=6.3_cx=0_cy=0_cz=0.log
7.6,6.1,37,-62.75178564,-6.261987551,-1.071810925,-12.02104717,3,Done,pentacene_theta=37_a=7.6_b=6.1_cx=0_cy=0_cz=0.log
7.7,6.1,37,-63.39572888,-6.261987551,-1.00150345,-12.21718672,3,Done,pentacene_theta=37_a=7.7_b=6.1_cx=0_cy=0_cz=0.log
7.8,6.1,37,-63.6744889,-6.261987551,-0.936391758,-12.31943257,3,Done,pentacene_theta=37_a=7.8_b=6.1_cx=0_cy=0_cz=0.log
7.8,6.2,37,-63.42378108,-5.77058698,-0.936391758,-12.5024559,3,Done,pentacene_theta=37_a=7.8_b=6.2_cx=0_cy=0_cz=0.log
7.8,6.3,37,-62.9164016,-5.31218465,-0.936391758,-12.6048122,3,Done,pentacene_theta=37_a=7.8_b=6.3_cx=0_cy=0_cz=0.log
7.7,6.1,38,-62.06559342,-5.999201423,-1.043281811,-11.99515674,3,Done,pentacene_theta=38_a=7.7_b=6.1_cx=0_cy=0_cz=0.log
7.8,6.1,38,-62.53956427,-5.999201423,-0.976081765,-12.14724947,3,Done,pentacene_theta=38_a=7.8_b=6.1_cx=0_cy=0_cz=0.log
7.9,6.1,38,-62.68399699,-5.999201423,-0.913186438,-12.21480532,3,Done,pentacene_theta=38_a=7.9_b=6.1_cx=0_cy=0_cz=0.log
7.9,6.2,38,-62.38193376,-5.528273994,-0.913186438,-12.37475322,3,Done,pentacene_theta=38_a=7.9_b=6.2_cx=0_cy=0_cz=0.log
7.9,6.3,38,-61.82818128,-5.087754444,-0.913186438,-12.45657488,3,Done,pentacene_theta=38_a=7.9_b=6.3_cx=0_cy=0_cz=0.log
7.7,6.1,39,-60.674218,-5.746490596,-1.085810673,-11.75240387,3,Done,pentacene_theta=39_a=7.7_b=6.1_cx=0_cy=0_cz=0.log
7.8,6.1,39,-61.33610049,-5.746490596,-1.016168359,-11.95269565,3,Done,pentacene_theta=39_a=7.8_b=6.1_cx=0_cy=0_cz=0.log
7.9,6.1,39,-61.65739816,-5.746490596,-0.950892258,-12.06565811,3,Done,pentacene_theta=39_a=7.9_b=6.1_cx=0_cy=0_cz=0.log
7.9,6.2,39,-61.5879303,-5.294222804,-0.950892258,-12.27442504,3,Done,pentacene_theta=39_a=7.9_b=6.2_cx=0_cy=0_cz=0.log
7.9,6.3,39,-61.23687359,-4.872425642,-0.950892258,-12.39755945,3,Done,pentacene_theta=39_a=7.9_b=6.3_cx=0_cy=0_cz=0.log
7.7,6,36,-64.54311083,-7.078226204,-0.960318713,-12.11650525,3,Done,pentacene_theta=36_a=7.7_b=6.0_cx=0_cy=0_cz=0.log
7.8,6,36,-64.95864544,-7.078226204,-0.897586539,-12.25175499,3,Done,pentacene_theta=36_a=7.8_b=6.0_cx=0_cy=0_cz=0.log
7.9,6,36,-65.0340621,-7.078226204,-0.839781573,-12.29951164,3,Done,pentacene_theta=36_a=7.9_b=6.0_cx=0_cy=0_cz=0.log
7.9,6.1,36,-64.50892409,-6.534355757,-0.839781573,-12.44016236,3,Done,pentacene_theta=36_a=7.9_b=6.1_cx=0_cy=0_cz=0.log
7.9,6.2,36,-63.75968216,-6.021381392,-0.839781573,-12.50933906,3,Done,pentacene_theta=36_a=7.9_b=6.2_cx=0_cy=0_cz=0.log
7.7,6,37,-62.99576655,-6.787940077,-1.00150345,-11.85421987,3,Done,pentacene_theta=37_a=7.7_b=6.0_cx=0_cy=0_cz=0.log
7.8,6,37,-63.6364392,-6.787940077,-0.936391758,-12.04694388,3,Done,pentacene_theta=37_a=7.8_b=6.0_cx=0_cy=0_cz=0.log
7.9,6,37,-63.92082673,-6.787940077,-0.876145777,-12.14816376,3,Done,pentacene_theta=37_a=7.9_b=6.0_cx=0_cy=0_cz=0.log
7.9,6.1,37,-63.63863046,-6.261987551,-0.876145777,-12.34059095,3,Done,pentacene_theta=37_a=7.9_b=6.1_cx=0_cy=0_cz=0.log
7.9,6.2,37,-63.10891915,-5.77058698,-0.876145777,-12.45386341,3,Done,pentacene_theta=37_a=7.9_b=6.2_cx=0_cy=0_cz=0.log
7.8,6,38,-62.21687353,-6.504846471,-0.976081765,-11.81375426,3,Done,pentacene_theta=38_a=7.8_b=6.0_cx=0_cy=0_cz=0.log
7.9,6,38,-62.70768675,-6.504846471,-0.913186438,-11.96790523,3,Done,pentacene_theta=38_a=7.9_b=6.0_cx=0_cy=0_cz=0.log
8,6,38,-62.87428312,-6.504846471,-0.855234634,-12.03853023,3,Done,pentacene_theta=38_a=8.0_b=6.0_cx=0_cy=0_cz=0.log
8,6.1,38,-62.54451156,-5.999201423,-0.855234634,-12.20890986,3,Done,pentacene_theta=38_a=8.0_b=6.1_cx=0_cy=0_cz=0.log
8,6.2,38,-61.97724503,-5.528273994,-0.855234634,-12.30255694,3,Done,pentacene_theta=38_a=8.0_b=6.2_cx=0_cy=0_cz=0.log
7.8,6,39,-60.72016178,-6.231362553,-1.016168359,-11.55627499,3,Done,pentacene_theta=39_a=7.8_b=6.0_cx=0_cy=0_cz=0.log
7.9,6,39,-61.41297298,-6.231362553,-0.950892258,-11.76211584,3,Done,pentacene_theta=39_a=7.9_b=6.0_cx=0_cy=0_cz=0.log
8,6,39,-61.76962205,-6.231362553,-0.89075421,-11.88134713,3,Done,pentacene_theta=39_a=8.0_b=6.0_cx=0_cy=0_cz=0.log
8,6.1,39,-61.68327918,-5.746490596,-0.89075421,-12.10219739,3,Done,pentacene_theta=39_a=8.0_b=6.1_cx=0_cy=0_cz=0.log
8,6.2,39,-61.32548302,-5.294222804,-0.89075421,-12.23888225,3,Done,pentacene_theta=39_a=8.0_b=6.2_cx=0_cy=0_cz=0.log
7.8,5.9,36,-64.87933069,-7.645509049,-0.897586539,-11.94828488,3,Done,pentacene_theta=36_a=7.8_b=5.9_cx=0_cy=0_cz=0.log
7.9,5.9,36,-65.28901691,-7.645509049,-0.839781573,-12.07960892,3,Done,pentacene_theta=36_a=7.9_b=5.9_cx=0_cy=0_cz=0.log
8,5.9,36,-65.36266901,-7.645509049,-0.786019026,-12.12490321,3,Done,pentacene_theta=36_a=8.0_b=5.9_cx=0_cy=0_cz=0.log
8,6,36,-64.81511131,-7.078226204,-0.786019026,-12.27165521,3,Done,pentacene_theta=36_a=8.0_b=6.0_cx=0_cy=0_cz=0.log
8,6.1,36,-64.03623084,-6.534355757,-0.786019026,-12.34887032,3,Done,pentacene_theta=36_a=8.0_b=6.1_cx=0_cy=0_cz=0.log
7.8,5.9,37,-63.26231774,-7.341455353,-0.936391758,-11.67665588,3,Done,pentacene_theta=37_a=7.8_b=5.9_cx=0_cy=0_cz=0.log
7.9,5.9,37,-63.90945876,-7.341455353,-0.876145777,-11.86856412,3,Done,pentacene_theta=37_a=7.9_b=5.9_cx=0_cy=0_cz=0.log
8,5.9,37,-64.20395171,-7.341455353,-0.820233381,-11.97014356,3,Done,pentacene_theta=37_a=8.0_b=5.9_cx=0_cy=0_cz=0.log
8,6,37,-63.89457171,-6.787940077,-0.820233381,-12.1695562,3,Done,pentacene_theta=37_a=8.0_b=6.0_cx=0_cy=0_cz=0.log
8,6.1,37,-63.33201402,-6.261987551,-0.820233381,-12.29189304,3,Done,pentacene_theta=37_a=8.0_b=6.1_cx=0_cy=0_cz=0.log
7.9,5.9,38,-62.41462201,-7.042650152,-0.913186438,-11.62573721,3,Done,pentacene_theta=38_a=7.9_b=5.9_cx=0_cy=0_cz=0.log
8,5.9,38,-62.92936846,-7.042650152,-0.855234634,-11.78339972,3,Done,pentacene_theta=38_a=8.0_b=5.9_cx=0_cy=0_cz=0.log
8.1,5.9,38,-63.11839706,-7.042650152,-0.801306425,-11.85762098,3,Done,pentacene_theta=38_a=8.1_b=5.9_cx=0_cy=0_cz=0.log
8.1,6,38,-62.75597992,-6.504846471,-0.801306425,-12.03591853,3,Done,pentacene_theta=38_a=8.1_b=6.0_cx=0_cy=0_cz=0.log
8.1,6.1,38,-62.15879371,-5.999201423,-0.801306425,-12.1394445,3,Done,pentacene_theta=38_a=8.1_b=6.1_cx=0_cy=0_cz=0.log
7.9,5.9,39,-60.82423055,-6.751021154,-0.950892258,-11.35510093,3,Done,pentacene_theta=39_a=7.9_b=5.9_cx=0_cy=0_cz=0.log
8,5.9,39,-61.55542026,-6.751021154,-0.89075421,-11.56796738,3,Done,pentacene_theta=39_a=8.0_b=5.9_cx=0_cy=0_cz=0.log
8.1,5.9,39,-61.94756381,-6.751021154,-0.834820479,-11.69397014,3,Done,pentacene_theta=39_a=8.1_b=5.9_cx=0_cy=0_cz=0.log
8.1,6,39,-61.82857787,-6.231362553,-0.834820479,-11.92405295,3,Done,pentacene_theta=39_a=8.1_b=6.0_cx=0_cy=0_cz=0.log
8.1,6.1,39,-61.45073402,-5.746490596,-0.834820479,-12.07202797,3,Done,pentacene_theta=39_a=8.1_b=6.1_cx=0_cy=0_cz=0.log
7.9,5.8,36,-65.23424281,-8.231017295,-0.839781573,-11.77316127,3,Done,pentacene_theta=36_a=7.9_b=5.8_cx=0_cy=0_cz=0.log
8,5.8,36,-65.64047271,-8.231017295,-0.786019026,-11.90160002,3,Done,pentacene_theta=36_a=8.0_b=5.8_cx=0_cy=0_cz=0.log
8.1,5.8,36,-65.7133467,-8.231017295,-0.736469581,-11.94459324,3,Done,pentacene_theta=36_a=8.1_b=5.8_cx=0_cy=0_cz=0.log
8.1,5.9,36,-65.14498077,-7.645509049,-0.736469581,-12.09525588,3,Done,pentacene_theta=36_a=8.1_b=5.9_cx=0_cy=0_cz=0.log
8.1,6,36,-64.34446877,-7.078226204,-0.736469581,-12.1787693,3,Done,pentacene_theta=36_a=8.1_b=6.0_cx=0_cy=0_cz=0.log
7.9,5.8,37,-63.56130617,-7.916062495,-0.876145777,-11.49422241,3,Done,pentacene_theta=37_a=7.9_b=5.8_cx=0_cy=0_cz=0.log
8,5.8,37,-64.21823635,-7.916062495,-0.820233381,-11.68641115,3,Done,pentacene_theta=37_a=8.0_b=5.8_cx=0_cy=0_cz=0.log
8.1,5.8,37,-64.5227795,-7.916062495,-0.768447491,-11.78843988,3,Done,pentacene_theta=37_a=8.1_b=5.8_cx=0_cy=0_cz=0.log
8.1,5.9,37,-64.18876848,-7.341455353,-0.768447491,-11.9922407,3,Done,pentacene_theta=37_a=8.1_b=5.9_cx=0_cy=0_cz=0.log
8.1,6,37,-63.59897183,-6.787940077,-0.768447491,-12.12154917,3,Done,pentacene_theta=37_a=8.1_b=6.0_cx=0_cy=0_cz=0.log
8,5.8,38,-62.66429067,-7.604971903,-0.855234634,-11.4359694,3,Done,pentacene_theta=38_a=8.0_b=5.8_cx=0_cy=0_cz=0.log
8.1,5.8,38,-63.20174796,-7.604971903,-0.801306425,-11.59729783,3,Done,pentacene_theta=38_a=8.1_b=5.8_cx=0_cy=0_cz=0.log
8.2,5.8,38,-63.41054564,-7.604971903,-0.751411849,-11.67444453,3,Done,pentacene_theta=38_a=8.2_b=5.8_cx=0_cy=0_cz=0.log
8.2,5.9,38,-63.02039506,-7.042650152,-0.751411849,-11.85806777,3,Done,pentacene_theta=38_a=8.2_b=5.9_cx=0_cy=0_cz=0.log
8.2,6,38,-62.38989811,-6.504846471,-0.751411849,-11.96934537,3,Done,pentacene_theta=38_a=8.2_b=6.0_cx=0_cy=0_cz=0.log
8,5.8,39,-60.99708947,-7.299559021,-0.89075421,-11.15411575,3,Done,pentacene_theta=39_a=8.0_b=5.8_cx=0_cy=0_cz=0.log
8.1,5.8,39,-61.7656336,-7.299559021,-0.834820479,-11.37421865,3,Done,pentacene_theta=39_a=8.1_b=5.8_cx=0_cy=0_cz=0.log
8.2,5.8,39,-62.19014411,-7.299559021,-0.782789859,-11.50636159,3,Done,pentacene_theta=39_a=8.2_b=5.8_cx=0_cy=0_cz=0.log
8.2,5.9,39,-62.03811601,-6.751021154,-0.782789859,-11.7426235,3,Done,pentacene_theta=39_a=8.2_b=5.9_cx=0_cy=0_cz=0.log
8.2,6,39,-61.62578923,-6.231362553,-0.782789859,-11.8993711,3,Done,pentacene_theta=39_a=8.2_b=6.0_cx=0_cy=0_cz=0.log
8,5.7,36,-65.60204023,-8.824623557,-0.786019026,-11.59518877,3,Done,pentacene_theta=36_a=8.0_b=5.7_cx=0_cy=0_cz=0.log
8.1,5.7,36,-66.00421139,-8.824623557,-0.736469581,-11.72050628,3,Done,pentacene_theta=36_a=8.1_b=5.7_cx=0_cy=0_cz=0.log
8.2,5.7,36,-66.07216821,-8.824623557,-0.690670136,-11.76039521,3,Done,pentacene_theta=36_a=8.2_b=5.7_cx=0_cy=0_cz=0.log
8.2,5.8,36,-65.49432563,-8.231017295,-0.690670136,-11.91273769,3,Done,pentacene_theta=36_a=8.2_b=5.8_cx=0_cy=0_cz=0.log
8.2,5.9,36,-64.67521423,-7.645509049,-0.690670136,-12.00071397,3,Done,pentacene_theta=36_a=8.2_b=5.9_cx=0_cy=0_cz=0.log
8,5.7,37,-63.89765404,-8.50556798,-0.820233381,-11.31151283,3,Done,pentacene_theta=37_a=8.0_b=5.7_cx=0_cy=0_cz=0.log
8.1,5.7,37,-64.56248583,-8.50556798,-0.768447491,-11.50361372,3,Done,pentacene_theta=37_a=8.1_b=5.7_cx=0_cy=0_cz=0.log
8.2,5.7,37,-64.87290498,-8.50556798,-0.720775556,-11.60505448,3,Done,pentacene_theta=37_a=8.2_b=5.7_cx=0_cy=0_cz=0.log
8.2,5.8,37,-64.51629105,-7.916062495,-0.720775556,-11.81065374,3,Done,pentacene_theta=37_a=8.2_b=5.8_cx=0_cy=0_cz=0.log
8.2,5.9,37,-63.90336689,-7.341455353,-0.720775556,-11.94472627,3,Done,pentacene_theta=37_a=8.2_b=5.9_cx=0_cy=0_cz=0.log
8.1,5.7,38,-62.96830922,-8.186530601,-0.801306425,-11.24815879,3,Done,pentacene_theta=38_a=8.1_b=5.7_cx=0_cy=0_cz=0.log
8.2,5.7,38,-63.52382124,-8.186530601,-0.751411849,-11.41198408,3,Done,pentacene_theta=38_a=8.2_b=5.7_cx=0_cy=0_cz=0.log
8.3,5.7,38,-63.74575395,-8.186530601,-0.705454272,-11.49044605,3,Done,pentacene_theta=38_a=8.3_b=5.7_cx=0_cy=0_cz=0.log
8.3,5.8,38,-63.32809334,-7.604971903,-0.705454272,-11.67681025,3,Done,pentacene_theta=38_a=8.3_b=5.8_cx=0_cy=0_cz=0.log
8.3,5.9,38,-62.67086446,-7.042650152,-0.705454272,-11.7936639,3,Done,pentacene_theta=38_a=8.3_b=5.9_cx=0_cy=0_cz=0.log
8.1,5.7,39,-61.2412511,-7.870692267,-0.834820479,-10.9575564,3,Done,pentacene_theta=39_a=8.1_b=5.7_cx=0_cy=0_cz=0.log
